,6.00,5,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0.05,,,,,,,,0.02,0.01,,,,0.537903148,0.526925533,0.515947918,0.504970302,0.493992687,0.483015072,0.472037457,0.461059841,0.450082226,0.439104611,0.428126995,0.41714938,0.406171765,0.39519415,0.384216534,0.373238919,0.362261304,0.351283689,0.340306073,0.329328458,0.318350843,0.307373228,0.296395612,0.285417997,0.274440382,0.263462766,0.252485151,0.241507536,0.230529921,0.219552305,0.20857469,0.197597075,0.18661946,0.175641844,0.164664229,0.153686614,0.142708998,0.131731383,0.120753768,0.109776153,0.098798537,0.087820922,0.076843307,0.065865692,0.054888076,0.043910461,0.032932846,0.021955231,0.010977615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0.03,,,,,,,,0.01,0.00,,,,0.447311494,0.438365264,0.429419034,0.420472805,0.411526575,0.402580345,0.393634115,0.384687885,0.375741655,0.366795425,0.357849195,0.348902965,0.339956736,0.331010506,0.322064276,0.313118046,0.304171816,0.295225586,0.286279356,0.277333126,0.268386896,0.259440667,0.250494437,0.241548207,0.232601977,0.223655747,0.214709517,0.205763287,0.196817057,0.187870828,0.178924598,0.169978368,0.161032138,0.152085908,0.143139678,0.134193448,0.125247218,0.116300988,0.107354759,0.098408529,0.089462299,0.080516069,0.071569839,0.062623609,0.053677379,0.044731149,0.03578492,0.02683869,0.01789246,0.00894623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0.02,,,,,,,,0.01,0.00,,,,0.365703597,0.358532939,0.35136228,0.344191621,0.337020962,0.329850303,0.322679645,0.315508986,0.308338327,0.301167668,0.29399701,0.286826351,0.279655692,0.272485033,0.265314375,0.258143716,0.250973057,0.243802398,0.236631739,0.229461081,0.222290422,0.215119763,0.207949104,0.200778446,0.193607787,0.186437128,0.179266469,0.172095811,0.164925152,0.157754493,0.150583834,0.143413175,0.136242517,0.129071858,0.121901199,0.11473054,0.107559882,0.100389223,0.093218564,0.086047905,0.078877246,0.071706588,0.064535929,0.05736527,0.050194611,0.043023953,0.035853294,0.028682635,0.021511976,0.014341318,0.007170659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0.01,,,,,,,,0.01,0.00,,,,0.293550612,0.287905408,0.282260204,0.276615,0.270969795,0.265324591,0.259679387,0.254034183,0.248388979,0.242743775,0.237098571,0.231453367,0.225808163,0.220162959,0.214517755,0.208872551,0.203227347,0.197582143,0.191936938,0.186291734,0.18064653,0.175001326,0.169356122,0.163710918,0.158065714,0.15242051,0.146775306,0.141130102,0.135484898,0.129839694,0.12419449,0.118549286,0.112904081,0.107258877,0.101613673,0.095968469,0.090323265,0.084678061,0.079032857,0.073387653,0.067742449,0.062097245,0.056452041,0.050806837,0.045161633,0.039516429,0.033871224,0.02822602,0.022580816,0.016935612,0.011290408,0.005645204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0.01,,,,,,,,0.00,0.00,,,,0.231092633,0.226732395,0.222372157,0.218011918,0.21365168,0.209291442,0.204931203,0.200570965,0.196210727,0.191850488,0.18749025,0.183130011,0.178769773,0.174409535,0.170049296,0.165689058,0.16132882,0.156968581,0.152608343,0.148248104,0.143887866,0.139527628,0.135167389,0.130807151,0.126446913,0.122086674,0.117726436,0.113366198,0.109005959,0.104645721,0.100285482,0.095925244,0.091565006,0.087204767,0.082844529,0.078484291,0.074124052,0.069763814,0.065403576,0.061043337,0.056683099,0.05232286,0.047962622,0.043602384,0.039242145,0.034881907,0.030521669,0.02616143,0.021801192,0.017440953,0.013080715,0.008720477,0.004360238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0.01,,,,,,,,0.00,0.00,,,,0.178260699,0.174959575,0.171658451,0.168357327,0.165056203,0.161755078,0.158453954,0.15515283,0.151851706,0.148550582,0.145249458,0.141948334,0.13864721,0.135346086,0.132044962,0.128743838,0.125442714,0.12214159,0.118840466,0.115539342,0.112238218,0.108937094,0.10563597,0.102334846,0.099033722,0.095732597,0.092431473,0.089130349,0.085829225,0.082528101,0.079226977,0.075925853,0.072624729,0.069323605,0.066022481,0.062721357,0.059420233,0.056119109,0.052817985,0.049516861,0.046215737,0.042914613,0.039613489,0.036312365,0.033011241,0.029710116,0.026408992,0.023107868,0.019806744,0.01650562,0.013204496,0.009903372,0.006602248,0.003301124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0.00,,,,,,,,0.00,0.00,,,,0.13455988,0.132113336,0.129666793,0.12722025,0.124773707,0.122327163,0.11988062,0.117434077,0.114987533,0.11254099,0.110094447,0.107647904,0.10520136,0.102754817,0.100308274,0.097861731,0.095415187,0.092968644,0.090522101,0.088075558,0.085629014,0.083182471,0.080735928,0.078289384,0.075842841,0.073396298,0.070949755,0.068503211,0.066056668,0.063610125,0.061163582,0.058717038,0.056270495,0.053823952,0.051377409,0.048930865,0.046484322,0.044037779,0.041591236,0.039144692,0.036698149,0.034251606,0.031805062,0.029358519,0.026911976,0.024465433,0.022018889,0.019572346,0.017125803,0.01467926,0.012232716,0.009786173,0.00733963,0.004893087,0.002446543,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0.00,,,,,,,,0.00,0.00,,,,0.099178919,0.097407867,0.095636814,0.093865762,0.09209471,0.090323658,0.088552606,0.086781554,0.085010502,0.08323945,0.081468398,0.079697345,0.077926293,0.076155241,0.074384189,0.072613137,0.070842085,0.069071033,0.067299981,0.065528928,0.063757876,0.061986824,0.060215772,0.05844472,0.056673668,0.054902616,0.053131564,0.051360511,0.049589459,0.047818407,0.046047355,0.044276303,0.042505251,0.040734199,0.038963147,0.037192095,0.035421042,0.03364999,0.031878938,0.030107886,0.028336834,0.026565782,0.02479473,0.023023678,0.021252625,0.019481573,0.017710521,0.015939469,0.014168417,0.012397365,0.010626313,0.008855261,0.007084208,0.005313156,0.003542104,0.001771052,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0.00,,,,,,,,0.00,0.00,,,,0.071361572,0.070109615,0.068857658,0.0676057,0.066353743,0.065101785,0.063849828,0.062597871,0.061345913,0.060093956,0.058841998,0.057590041,0.056338084,0.055086126,0.053834169,0.052582211,0.051330254,0.050078296,0.048826339,0.047574382,0.046322424,0.045070467,0.043818509,0.042566552,0.041314595,0.040062637,0.03881068,0.037558722,0.036306765,0.035054808,0.03380285,0.032550893,0.031298935,0.030046978,0.02879502,0.027543063,0.026291106,0.025039148,0.023787191,0.022535233,0.021283276,0.020031319,0.018779361,0.017527404,0.016275446,0.015023489,0.013771532,0.012519574,0.011267617,0.010015659,0.008763702,0.007511744,0.006259787,0.00500783,0.003755872,0.002503915,0.001251957,0,0,0,0,0,0,0,0,0,0,0,0
69,0.00,,,,,,,,0.00,0.00,,,,0.049941744,0.04908068,0.048219615,0.047358551,0.046497486,0.045636422,0.044775357,0.043914292,0.043053228,0.042192163,0.041331099,0.040470034,0.03960897,0.038747905,0.03788684,0.037025776,0.036164711,0.035303647,0.034442582,0.033581518,0.032720453,0.031859389,0.030998324,0.030137259,0.029276195,0.02841513,0.027554066,0.026693001,0.025831937,0.024970872,0.024109808,0.023248743,0.022387678,0.021526614,0.020665549,0.019804485,0.01894342,0.018082356,0.017221291,0.016360227,0.015499162,0.014638097,0.013777033,0.012915968,0.012054904,0.011193839,0.010332775,0.00947171,0.008610646,0.007749581,0.006888516,0.006027452,0.005166387,0.004305323,0.003444258,0.002583194,0.001722129,0.000861065,0,0,0,0,0,0,0,0,0,0,0
70,0.00,,,,,,,,0.00,0.00,,,,0.033895588,0.033321086,0.032746585,0.032172083,0.031597582,0.03102308,0.030448579,0.029874077,0.029299576,0.028725074,0.028150573,0.027576071,0.02700157,0.026427068,0.025852567,0.025278065,0.024703564,0.024129062,0.023554561,0.022980059,0.022405558,0.021831056,0.021256555,0.020682054,0.020107552,0.019533051,0.018958549,0.018384048,0.017809546,0.017235045,0.016660543,0.016086042,0.01551154,0.014937039,0.014362537,0.013788036,0.013213534,0.012639033,0.012064531,0.01149003,0.010915528,0.010341027,0.009766525,0.009192024,0.008617522,0.008043021,0.007468519,0.006894018,0.006319516,0.005745015,0.005170513,0.004596012,0.00402151,0.003447009,0.002872507,0.002298006,0.001723504,0.001149003,0.000574501,0,0,0,0,0,0,0,0,0,0
71,0.00,,,,,,,,0.00,0.00,,,,0.022168606,0.021799129,0.021429652,0.021060175,0.020690699,0.020321222,0.019951745,0.019582268,0.019212791,0.018843315,0.018473838,0.018104361,0.017734884,0.017365408,0.016995931,0.016626454,0.016256977,0.015887501,0.015518024,0.015148547,0.01477907,0.014409594,0.014040117,0.01367064,0.013301163,0.012931687,0.01256221,0.012192733,0.011823256,0.01145378,0.011084303,0.010714826,0.010345349,0.009975873,0.009606396,0.009236919,0.008867442,0.008497965,0.008128489,0.007759012,0.007389535,0.007020058,0.006650582,0.006281105,0.005911628,0.005542151,0.005172675,0.004803198,0.004433721,0.004064244,0.003694768,0.003325291,0.002955814,0.002586337,0.002216861,0.001847384,0.001477907,0.00110843,0.000738954,0.000369477,0,0,0,0,0,0,0,0,0
72,0.00,,,,,,,,0.00,0.00,,,,0.013854838,0.01362771,0.013400581,0.013173453,0.012946324,0.012719196,0.012492067,0.012264939,0.01203781,0.011810682,0.011583553,0.011356425,0.011129296,0.010902168,0.010675039,0.010447911,0.010220782,0.009993654,0.009766525,0.009539397,0.009312268,0.00908514,0.008858011,0.008630883,0.008403754,0.008176626,0.007949497,0.007722369,0.00749524,0.007268112,0.007040983,0.006813855,0.006586726,0.006359598,0.006132469,0.005905341,0.005678212,0.005451084,0.005223955,0.004996827,0.004769698,0.00454257,0.004315441,0.004088313,0.003861184,0.003634056,0.003406927,0.003179799,0.00295267,0.002725542,0.002498413,0.002271285,0.002044156,0.001817028,0.001589899,0.001362771,0.001135642,0.000908514,0.000681385,0.000454257,0.000227128,0,0,0,0,0,0,0,0
73,0.00,,,,,,,,0.00,0.00,,,,0.008216511,0.008083986,0.007951462,0.007818938,0.007686413,0.007553889,0.007421365,0.00728884,0.007156316,0.007023792,0.006891267,0.006758743,0.006626218,0.006493694,0.00636117,0.006228645,0.006096121,0.005963597,0.005831072,0.005698548,0.005566023,0.005433499,0.005300975,0.00516845,0.005035926,0.004903402,0.004770877,0.004638353,0.004505829,0.004373304,0.00424078,0.004108255,0.003975731,0.003843207,0.003710682,0.003578158,0.003445634,0.003313109,0.003180585,0.00304806,0.002915536,0.002783012,0.002650487,0.002517963,0.002385439,0.002252914,0.00212039,0.001987866,0.001855341,0.001722817,0.001590292,0.001457768,0.001325244,0.001192719,0.001060195,0.000927671,0.000795146,0.000662622,0.000530097,0.000397573,0.000265049,0.000132524,0,0,0,0,0,0,0
74,0.00,,,,,,,,0.00,0.00,,,,0.004555144,0.004482841,0.004410537,0.004338233,0.004265929,0.004193625,0.004121321,0.004049017,0.003976713,0.00390441,0.003832106,0.003759802,0.003687498,0.003615194,0.00354289,0.003470586,0.003398282,0.003325979,0.003253675,0.003181371,0.003109067,0.003036763,0.002964459,0.002892155,0.002819851,0.002747547,0.002675244,0.00260294,0.002530636,0.002458332,0.002386028,0.002313724,0.00224142,0.002169116,0.002096813,0.002024509,0.001952205,0.001879901,0.001807597,0.001735293,0.001662989,0.001590685,0.001518381,0.001446078,0.001373774,0.00130147,0.001229166,0.001156862,0.001084558,0.001012254,0.00093995,0.000867647,0.000795343,0.000723039,0.000650735,0.000578431,0.000506127,0.000433823,0.000361519,0.000289216,0.000216912,0.000144608,7.23039E-05,0,0,0,0,0,0
75,0.00,,,,,,,,0.00,0.00,,,,0.002307437,0.002271383,0.002235329,0.002199276,0.002163222,0.002127168,0.002091115,0.002055061,0.002019007,0.001982954,0.0019469,0.001910846,0.001874792,0.001838739,0.001802685,0.001766631,0.001730578,0.001694524,0.00165847,0.001622417,0.001586363,0.001550309,0.001514255,0.001478202,0.001442148,0.001406094,0.001370041,0.001333987,0.001297933,0.00126188,0.001225826,0.001189772,0.001153718,0.001117665,0.001081611,0.001045557,0.001009504,0.00097345,0.000937396,0.000901343,0.000865289,0.000829235,0.000793181,0.000757128,0.000721074,0.00068502,0.000648967,0.000612913,0.000576859,0.000540806,0.000504752,0.000468698,0.000432644,0.000396591,0.000360537,0.000324483,0.00028843,0.000252376,0.000216322,0.000180269,0.000144215,0.000108161,7.21074E-05,3.60537E-05,0,0,0,0,0
76,0.00,,,,,,,,0.00,,,,,0.001021685,0.001005967,0.000990249,0.000974531,0.000958812,0.000943094,0.000927376,0.000911658,0.000895939,0.000880221,0.000864503,0.000848785,0.000833066,0.000817348,0.00080163,0.000785912,0.000770194,0.000754475,0.000738757,0.000723039,0.000707321,0.000691602,0.000675884,0.000660166,0.000644448,0.000628729,0.000613011,0.000597293,0.000581575,0.000565856,0.000550138,0.00053442,0.000518702,0.000502984,0.000487265,0.000471547,0.000455829,0.000440111,0.000424392,0.000408674,0.000392956,0.000377238,0.000361519,0.000345801,0.000330083,0.000314365,0.000298646,0.000282928,0.00026721,0.000251492,0.000235774,0.000220055,0.000204337,0.000188619,0.000172901,0.000157182,0.000141464,0.000125746,0.000110028,9.43094E-05,7.85912E-05,6.28729E-05,4.71547E-05,3.14365E-05,1.57182E-05,0,0,0,0
,,,,,,,,,,,,,,0.000401994,0.000395903,0.000389812,0.000383721,0.000377631,0.00037154,0.000365449,0.000359358,0.000353267,0.000347177,0.000341086,0.000334995,0.000328904,0.000322813,0.000316722,0.000310632,0.000304541,0.00029845,0.000292359,0.000286268,0.000280178,0.000274087,0.000267996,0.000261905,0.000255814,0.000249723,0.000243633,0.000237542,0.000231451,0.00022536,0.000219269,0.000213179,0.000207088,0.000200997,0.000194906,0.000188815,0.000182724,0.000176634,0.000170543,0.000164452,0.000158361,0.00015227,0.00014618,0.000140089,0.000133998,0.000127907,0.000121816,0.000115726,0.000109635,0.000103544,9.74531E-05,9.13622E-05,8.52714E-05,7.91806E-05,7.30898E-05,6.6999E-05,6.09082E-05,5.48173E-05,4.87265E-05,4.26357E-05,3.65449E-05,3.04541E-05,2.43633E-05,1.82724E-05,1.21816E-05,6.09082E-06,0,0,0
,,,,,,,,,,,,,,0.000105312,0.00010374,0.000102169,0.000100597,9.90249E-05,9.74531E-05,9.58812E-05,9.43094E-05,9.27376E-05,9.11658E-05,8.95939E-05,8.80221E-05,8.64503E-05,8.48785E-05,8.33066E-05,8.17348E-05,8.0163E-05,7.85912E-05,7.70194E-05,7.54475E-05,7.38757E-05,7.23039E-05,7.07321E-05,6.91602E-05,6.75884E-05,6.60166E-05,6.44448E-05,6.28729E-05,6.13011E-05,5.97293E-05,5.81575E-05,5.65856E-05,5.50138E-05,5.3442E-05,5.18702E-05,5.02984E-05,4.87265E-05,4.71547E-05,4.55829E-05,4.40111E-05,4.24392E-05,4.08674E-05,3.92956E-05,3.77238E-05,3.61519E-05,3.45801E-05,3.30083E-05,3.14365E-05,2.98646E-05,2.82928E-05,2.6721E-05,2.51492E-05,2.35774E-05,2.20055E-05,2.04337E-05,1.88619E-05,1.72901E-05,1.57182E-05,1.41464E-05,1.25746E-05,1.10028E-05,9.43094E-06,7.85912E-06,6.28729E-06,4.71547E-06,3.14365E-06,1.57182E-06,0,0
,,,,,,,,,,,,,,2.00407E-05,1.9746E-05,1.94513E-05,1.91566E-05,1.88619E-05,1.85672E-05,1.82724E-05,1.79777E-05,1.7683E-05,1.73883E-05,1.70936E-05,1.67989E-05,1.65041E-05,1.62094E-05,1.59147E-05,1.562E-05,1.53253E-05,1.50306E-05,1.47358E-05,1.44411E-05,1.41464E-05,1.38517E-05,1.3557E-05,1.32623E-05,1.29675E-05,1.26728E-05,1.23781E-05,1.20834E-05,1.17887E-05,1.1494E-05,1.11992E-05,1.09045E-05,1.06098E-05,1.03151E-05,1.00204E-05,9.72566E-06,9.43094E-06,9.13622E-06,8.84151E-06,8.54679E-06,8.25207E-06,7.95736E-06,7.66264E-06,7.36792E-06,7.07321E-06,6.77849E-06,6.48377E-06,6.18906E-06,5.89434E-06,5.59962E-06,5.3049E-06,5.01019E-06,4.71547E-06,4.42075E-06,4.12604E-06,3.83132E-06,3.5366E-06,3.24189E-06,2.94717E-06,2.65245E-06,2.35774E-06,2.06302E-06,1.7683E-06,1.47358E-06,1.17887E-06,8.84151E-07,5.89434E-07,2.94717E-07,0
,,,,,,,,,,,,,,34,33.00000029,32.00000216,31.00001012,30.00003379,29.00009352,28.00022556,27.00049011,26.0009818,25.00184296,24.00327863,23.00557536,22.00912404,21.01444378,20.02221006,19.03327747,18.04870511,17.06977796,16.09802147,15.1352112,14.18337856,13.24480129,12.32198863,11.41765374,10.53467364,9.676031853,8.844759442,8.043855545,7.276220079,6.544570234,5.851367192,5.198740085,4.588427253,4.0217115,3.499384042,3.0217115,2.588427253,2.198740085,1.851367192,1.544570234,1.276220079,1.043855545,0.844759442,0.676031853,0.53467364,0.417653739,0.321988632,0.244801292,0.183378556,0.135211204,0.098021467,0.06977796,0.048705112,0.033277468,0.022210062,0.014443781,0.009124042,0.005575356,0.003278627,0.001842963,0.0009818,0.000490114,0.000225557,9.35235E-05,3.37942E-05,1.01186E-05,2.16126E-06,2.94717E-07,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566715753,0.522327458,0.477672542,0.433284247,0.389687168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044388295,0.044654916,0.044388295,0.043597079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
